"Notes","County","County Code","Year","Year Code",Deaths,Population,Crude Rate
,"Mendocino County, CA","06045","2012","2012",Suppressed,87428,Suppressed
,"Mendocino County, CA","06045","2011","2011",17,87553,Unreliable
,"Mendocino County, CA","06045","2018","2018",31,87606,35.386
,"Mendocino County, CA","06045","2016","2016",29,87628,33.094
,"Mendocino County, CA","06045","2015","2015",16,87649,Unreliable
,"Mendocino County, CA","06045","2010","2010",18,87841,Unreliable
,"Mendocino County, CA","06045","2014","2014",25,87869,28.451
,"Mendocino County, CA","06045","2017","2017",26,88018,29.539
,"Sutter County, CA","06101","2010","2010",18,94737,Unreliable
,"Sutter County, CA","06101","2011","2011",14,94919,Unreliable
,"Sutter County, CA","06101","2012","2012",12,95022,Unreliable
,"Sutter County, CA","06101","2013","2013",16,95350,Unreliable
,"Sutter County, CA","06101","2014","2014",Suppressed,95847,Suppressed
,"Sutter County, CA","06101","2020","2020",17,96385,Unreliable
,"Sutter County, CA","06101","2015","2015",10,96463,Unreliable
,"Sutter County, CA","06101","2017","2017",10,96648,Unreliable
,"Sutter County, CA","06101","2016","2016",10,96651,Unreliable
,"Sutter County, CA","06101","2018","2018",16,96807,Unreliable
,"Sutter County, CA","06101","2019","2019",Suppressed,96971,Suppressed
,"Nevada County, CA","06057","2013","2013",24,98200,24.440
,"Nevada County, CA","06057","2012","2012",25,98292,25.434
,"Nevada County, CA","06057","2011","2011",14,98612,Unreliable
,"Nevada County, CA","06057","2010","2010",14,98764,Unreliable
,"Nevada County, CA","06057","2015","2015",19,98877,Unreliable
,"Nevada County, CA","06057","2014","2014",20,98893,20.224
,"Nevada County, CA","06057","2016","2016",17,99107,Unreliable
,"Nevada County, CA","06057","2020","2020",37,99606,37.146
,"Nevada County, CA","06057","2018","2018",15,99696,Unreliable
,"Nevada County, CA","06057","2019","2019",16,99755,Unreliable
,"Nevada County, CA","06057","2017","2017",18,99814,Unreliable
,"Humboldt County, CA","06023","2013","2013",41,134493,30.485
,"Humboldt County, CA","06023","2010","2010",48,134623,35.655
,"Humboldt County, CA","06023","2011","2011",57,134761,42.297
,"Humboldt County, CA","06023","2014","2014",43,134809,31.897
,"Humboldt County, CA","06023","2012","2012",48,134827,35.601
,"Humboldt County, CA","06023","2020","2020",41,134977,30.376
,"Humboldt County, CA","06023","2019","2019",36,135558,26.557
,"Humboldt County, CA","06023","2015","2015",40,135727,29.471
,"Napa County, CA","06055","2020","2020",20,135965,14.710
,"Humboldt County, CA","06023","2018","2018",33,136373,24.198
,"Napa County, CA","06055","2010","2010",17,136484,Unreliable
,"Humboldt County, CA","06023","2016","2016",54,136646,39.518
,"Humboldt County, CA","06023","2017","2017",44,136754,32.175
,"Napa County, CA","06055","2019","2019",17,137744,Unreliable
,"Napa County, CA","06055","2011","2011",18,138088,Unreliable
,"Napa County, CA","06055","2012","2012",16,139045,Unreliable
,"Napa County, CA","06055","2018","2018",17,139417,Unreliable
,"Napa County, CA","06055","2013","2013",17,140326,Unreliable
,"Napa County, CA","06055","2017","2017",13,140973,Unreliable
,"Napa County, CA","06055","2014","2014",13,141667,Unreliable
,"Napa County, CA","06055","2016","2016",11,142166,Unreliable
,"Napa County, CA","06055","2015","2015",19,142456,Unreliable
,"Kings County, CA","06031","2016","2016",12,149785,Unreliable
,"Kings County, CA","06031","2017","2017",15,150101,Unreliable
,"Kings County, CA","06031","2014","2014",24,150269,15.971
,"Madera County, CA","06039","2010","2010",20,150865,13.257
,"Kings County, CA","06031","2013","2013",22,150960,14.573
,"Kings County, CA","06031","2015","2015",15,150965,Unreliable
,"Kings County, CA","06031","2012","2012",Suppressed,151364,Suppressed
,"Kings County, CA","06031","2018","2018",20,151366,13.213
,"Madera County, CA","06039","2012","2012",25,152218,16.424
,"Madera County, CA","06039","2013","2013",21,152389,13.781
,"Kings County, CA","06031","2020","2020",22,152692,14.408
,"Madera County, CA","06039","2011","2011",24,152925,15.694
,"Kings County, CA","06031","2019","2019",25,152940,16.346
,"Kings County, CA","06031","2010","2010",14,152982,Unreliable
,"Kings County, CA","06031","2011","2011",14,153765,Unreliable
,"Madera County, CA","06039","2014","2014",22,154548,14.235
,"Madera County, CA","06039","2016","2016",18,154697,Unreliable
,"Madera County, CA","06039","2015","2015",25,154998,16.129
,"Madera County, CA","06039","2017","2017",19,156890,Unreliable
,"Madera County, CA","06039","2019","2019",30,157327,19.069
,"Madera County, CA","06039","2018","2018",12,157672,Unreliable
,"Madera County, CA","06039","2020","2020",22,157761,13.945
,"Imperial County, CA","06025","2010","2010",10,174528,Unreliable
,"Imperial County, CA","06025","2013","2013",30,176584,16.989
,"Imperial County, CA","06025","2012","2012",20,176948,11.303
,"Imperial County, CA","06025","2011","2011",23,177057,12.990
,"Shasta County, CA","06089","2010","2010",49,177223,27.649
,"Shasta County, CA","06089","2011","2011",53,177774,29.813
,"Shasta County, CA","06089","2012","2012",52,178586,29.118
,"Shasta County, CA","06089","2013","2013",50,178980,27.936
,"Shasta County, CA","06089","2020","2020",50,179027,27.929
,"Imperial County, CA","06025","2014","2014",26,179091,14.518
,"Shasta County, CA","06089","2015","2015",29,179533,16.153
,"Shasta County, CA","06089","2016","2016",37,179631,20.598
,"Shasta County, CA","06089","2014","2014",40,179804,22.246
,"Shasta County, CA","06089","2017","2017",34,179921,18.897
,"Shasta County, CA","06089","2018","2018",34,180040,18.885
,"Shasta County, CA","06089","2019","2019",36,180080,19.991
,"Imperial County, CA","06025","2015","2015",41,180191,22.754
,"Imperial County, CA","06025","2020","2020",64,180267,35.503
,"El Dorado County, CA","06017","2012","2012",35,180561,19.384
,"Imperial County, CA","06025","2016","2016",36,180883,19.902
,"El Dorado County, CA","06017","2011","2011",35,180938,19.344
,"El Dorado County, CA","06017","2010","2010",43,181058,23.749
,"Imperial County, CA","06025","2019","2019",30,181215,16.555
,"El Dorado County, CA","06017","2013","2013",33,181737,18.158
,"Imperial County, CA","06025","2018","2018",43,181827,23.649
,"Imperial County, CA","06025","2017","2017",21,182830,11.486
,"El Dorado County, CA","06017","2014","2014",47,183087,25.671
,"El Dorado County, CA","06017","2015","2015",39,184452,21.144
,"El Dorado County, CA","06017","2016","2016",42,185625,22.626
,"El Dorado County, CA","06017","2017","2017",32,188987,16.932
,"El Dorado County, CA","06017","2018","2018",34,190678,17.831
,"El Dorado County, CA","06017","2019","2019",32,192843,16.594
,"El Dorado County, CA","06017","2020","2020",39,192925,20.215
,"Yolo County, CA","06113","2010","2010",15,200849,Unreliable
,"Yolo County, CA","06113","2011","2011",20,202054,9.898
,"Yolo County, CA","06113","2012","2012",22,204118,10.778
,"Yolo County, CA","06113","2013","2013",25,204593,12.219
,"Yolo County, CA","06113","2014","2014",25,207590,12.043
,"Butte County, CA","06007","2020","2020",70,212744,32.903
,"Yolo County, CA","06113","2015","2015",31,213016,14.553
,"Yolo County, CA","06113","2016","2016",34,215802,15.755
,"Yolo County, CA","06113","2017","2017",27,219116,12.322
,"Butte County, CA","06007","2019","2019",55,219186,25.093
,"Yolo County, CA","06113","2020","2020",32,219728,14.563
,"Butte County, CA","06007","2010","2010",85,220000,38.636
,"Butte County, CA","06007","2011","2011",84,220266,38.136
,"Yolo County, CA","06113","2018","2018",20,220408,9.074
,"Yolo County, CA","06113","2019","2019",27,220500,12.245
,"Butte County, CA","06007","2012","2012",71,221539,32.049
,"Butte County, CA","06007","2013","2013",57,222090,25.665
,"Butte County, CA","06007","2014","2014",74,224241,33.000
,"Butte County, CA","06007","2015","2015",65,225411,28.836
,"Butte County, CA","06007","2016","2016",73,226864,32.178
,"Butte County, CA","06007","2017","2017",46,229294,20.062
,"Butte County, CA","06007","2018","2018",59,231256,25.513
,"Marin County, CA","06041","2010","2010",35,252409,13.866
,"Marin County, CA","06041","2011","2011",21,255031,8.234
,"Merced County, CA","06047","2010","2010",29,255793,11.337
,"Marin County, CA","06041","2012","2012",37,256069,14.449
,"Marin County, CA","06041","2020","2020",55,257332,21.373
,"Marin County, CA","06041","2013","2013",40,258365,15.482
,"Marin County, CA","06041","2019","2019",43,258826,16.613
,"Marin County, CA","06041","2018","2018",32,259666,12.324
,"Merced County, CA","06047","2011","2011",34,259898,13.082
,"Marin County, CA","06041","2016","2016",40,260651,15.346
,"Marin County, CA","06041","2014","2014",18,260750,Unreliable
,"Marin County, CA","06041","2017","2017",38,260955,14.562
,"Marin County, CA","06041","2015","2015",18,261221,Unreliable
,"Merced County, CA","06047","2012","2012",37,262305,14.106
,"Santa Cruz County, CA","06087","2010","2010",46,262382,17.532
,"Merced County, CA","06047","2013","2013",34,263228,12.917
,"Santa Cruz County, CA","06087","2011","2011",56,264298,21.188
,"Merced County, CA","06047","2014","2014",30,266353,11.263
,"Santa Cruz County, CA","06087","2012","2012",53,266776,19.867
,"Merced County, CA","06047","2015","2015",40,268455,14.900
,"Merced County, CA","06047","2016","2016",39,268672,14.516
,"Santa Cruz County, CA","06087","2013","2013",44,269419,16.331
,"San Luis Obispo County, CA","06079","2010","2010",40,269637,14.835
,"Santa Cruz County, CA","06087","2020","2020",60,269925,22.228
,"Santa Cruz County, CA","06087","2014","2014",59,271804,21.707
,"San Luis Obispo County, CA","06079","2011","2011",42,271969,15.443
,"Merced County, CA","06047","2017","2017",34,272673,12.469
,"Santa Cruz County, CA","06087","2019","2019",54,273213,19.765
,"Santa Cruz County, CA","06087","2015","2015",50,274146,18.238
,"Santa Cruz County, CA","06087","2018","2018",42,274255,15.314
,"Santa Cruz County, CA","06087","2016","2016",48,274673,17.475
,"Merced County, CA","06047","2018","2018",38,274765,13.830
,"San Luis Obispo County, CA","06079","2012","2012",38,274804,13.828
,"Santa Cruz County, CA","06087","2017","2017",43,275897,15.586
,"San Luis Obispo County, CA","06079","2013","2013",38,276443,13.746
,"Merced County, CA","06047","2019","2019",45,277680,16.206
,"San Luis Obispo County, CA","06079","2014","2014",33,279083,11.824
,"Merced County, CA","06047","2020","2020",53,279252,18.979
,"San Luis Obispo County, CA","06079","2015","2015",52,281401,18.479
,"San Luis Obispo County, CA","06079","2020","2020",84,282249,29.761
,"San Luis Obispo County, CA","06079","2016","2016",45,282887,15.907
,"San Luis Obispo County, CA","06079","2019","2019",52,283111,18.367
,"San Luis Obispo County, CA","06079","2017","2017",43,283405,15.173
,"San Luis Obispo County, CA","06079","2018","2018",44,284010,15.492
,"Placer County, CA","06061","2010","2010",27,348432,7.749
,"Placer County, CA","06061","2011","2011",26,357138,7.280
,"Placer County, CA","06061","2012","2012",38,361682,10.506
,"Placer County, CA","06061","2013","2013",48,367309,13.068
,"Placer County, CA","06061","2014","2014",36,371694,9.685
,"Placer County, CA","06061","2015","2015",44,375391,11.721
,"Placer County, CA","06061","2016","2016",47,380531,12.351
,"Placer County, CA","06061","2017","2017",42,386166,10.876
,"Placer County, CA","06061","2018","2018",44,393149,11.192
,"Placer County, CA","06061","2019","2019",63,398329,15.816
,"Placer County, CA","06061","2020","2020",67,402950,16.627
,"Solano County, CA","06095","2010","2010",52,413344,12.580
,"Monterey County, CA","06053","2010","2010",43,415057,10.360
,"Solano County, CA","06095","2011","2011",57,416471,13.686
,"Solano County, CA","06095","2012","2012",29,420757,6.892
,"Monterey County, CA","06053","2011","2011",46,421898,10.903
,"Santa Barbara County, CA","06083","2010","2010",48,423895,11.324
,"Solano County, CA","06095","2013","2013",54,424788,12.712
,"Monterey County, CA","06053","2012","2012",43,426762,10.076
,"Santa Barbara County, CA","06083","2011","2011",42,426878,9.839
,"Monterey County, CA","06053","2013","2013",55,428826,12.826
,"Monterey County, CA","06053","2020","2020",98,430906,22.743
,"Solano County, CA","06095","2014","2014",69,431131,16.004
,"Santa Barbara County, CA","06083","2012","2012",42,431249,9.739
,"Monterey County, CA","06053","2014","2014",48,431344,11.128
,"Monterey County, CA","06053","2015","2015",46,433898,10.602
,"Monterey County, CA","06053","2019","2019",64,434061,14.744
,"Monterey County, CA","06053","2016","2016",53,435232,12.177
,"Monterey County, CA","06053","2018","2018",49,435594,11.249
,"Santa Barbara County, CA","06083","2013","2013",53,435697,12.164
,"Solano County, CA","06095","2015","2015",58,436092,13.300
,"Monterey County, CA","06053","2017","2017",43,437907,9.819
,"Solano County, CA","06095","2016","2016",49,440207,11.131
,"Santa Barbara County, CA","06083","2014","2014",56,440668,12.708
,"Tulare County, CA","06107","2010","2010",26,442179,5.880
,"Santa Barbara County, CA","06083","2020","2020",89,444766,20.011
,"Santa Barbara County, CA","06083","2015","2015",71,444769,15.963
,"Solano County, CA","06095","2017","2017",59,445458,13.245
,"Santa Barbara County, CA","06083","2016","2016",68,446170,15.241
,"Santa Barbara County, CA","06083","2019","2019",81,446499,18.141
,"Santa Barbara County, CA","06083","2018","2018",72,446527,16.124
,"Solano County, CA","06095","2018","2018",79,446610,17.689
,"Solano County, CA","06095","2020","2020",80,446935,17.900
,"Solano County, CA","06095","2019","2019",77,447643,17.201
,"Santa Barbara County, CA","06083","2017","2017",67,448150,14.950
,"Tulare County, CA","06107","2011","2011",34,449253,7.568
,"Tulare County, CA","06107","2012","2012",28,451977,6.195
,"Tulare County, CA","06107","2013","2013",38,454143,8.367
,"Tulare County, CA","06107","2014","2014",36,458198,7.857
,"Tulare County, CA","06107","2015","2015",45,459863,9.786
,"Tulare County, CA","06107","2016","2016",42,460437,9.122
,"Tulare County, CA","06107","2017","2017",35,464493,7.535
,"Tulare County, CA","06107","2018","2018",53,465861,11.377
,"Tulare County, CA","06107","2019","2019",41,466195,8.795
,"Tulare County, CA","06107","2020","2020",71,468680,15.149
,"Sonoma County, CA","06097","2010","2010",83,483878,17.153
,"Sonoma County, CA","06097","2011","2011",50,488116,10.243
,"Sonoma County, CA","06097","2020","2020",146,489819,29.807
,"Sonoma County, CA","06097","2012","2012",66,491829,13.419
,"Sonoma County, CA","06097","2019","2019",99,494336,20.027
,"Sonoma County, CA","06097","2013","2013",38,495025,7.676
,"Sonoma County, CA","06097","2018","2018",78,499942,15.602
,"Sonoma County, CA","06097","2014","2014",74,500292,14.791
,"Sonoma County, CA","06097","2015","2015",80,502146,15.932
,"Sonoma County, CA","06097","2016","2016",60,503070,11.927
,"Sonoma County, CA","06097","2017","2017",69,504217,13.685
,"Stanislaus County, CA","06099","2010","2010",89,514453,17.300
,"Stanislaus County, CA","06099","2011","2011",82,518522,15.814
,"Stanislaus County, CA","06099","2012","2012",72,521726,13.800
,"Stanislaus County, CA","06099","2013","2013",73,525491,13.892
,"Stanislaus County, CA","06099","2014","2014",69,531997,12.970
,"Stanislaus County, CA","06099","2015","2015",102,538388,18.945
,"Stanislaus County, CA","06099","2016","2016",70,541560,12.926
,"Stanislaus County, CA","06099","2017","2017",68,547899,12.411
,"Stanislaus County, CA","06099","2018","2018",79,549815,14.368
,"Stanislaus County, CA","06099","2020","2020",130,550081,23.633
,"Stanislaus County, CA","06099","2019","2019",83,550660,15.073
,"San Joaquin County, CA","06077","2010","2010",129,685306,18.824
,"San Joaquin County, CA","06077","2011","2011",134,696214,19.247
,"San Joaquin County, CA","06077","2012","2012",104,702612,14.802
,"San Joaquin County, CA","06077","2013","2013",109,704379,15.475
,"San Joaquin County, CA","06077","2014","2014",121,715597,16.909
,"San Mateo County, CA","06081","2010","2010",55,718451,7.655
,"San Joaquin County, CA","06077","2015","2015",116,726106,15.976
,"San Mateo County, CA","06081","2011","2011",66,727209,9.076
,"San Joaquin County, CA","06077","2016","2016",108,733709,14.720
,"San Mateo County, CA","06081","2012","2012",57,739311,7.710
,"San Joaquin County, CA","06077","2017","2017",145,745424,19.452
,"San Mateo County, CA","06081","2013","2013",56,747373,7.493
,"San Joaquin County, CA","06077","2018","2018",122,752660,16.209
,"San Mateo County, CA","06081","2020","2020",123,758308,16.220
,"San Mateo County, CA","06081","2014","2014",68,758581,8.964
,"San Joaquin County, CA","06077","2019","2019",124,762148,16.270
,"San Mateo County, CA","06081","2016","2016",50,764797,6.538
,"San Mateo County, CA","06081","2015","2015",69,765135,9.018
,"San Mateo County, CA","06081","2019","2019",99,766573,12.915
,"San Joaquin County, CA","06077","2020","2020",161,767967,20.964
,"San Mateo County, CA","06081","2018","2018",66,769545,8.576
,"San Mateo County, CA","06081","2017","2017",80,771410,10.371
,"San Francisco County, CA","06075","2010","2010",170,805235,21.112
,"San Francisco County, CA","06075","2011","2011",193,812826,23.744
,"Ventura County, CA","06111","2010","2010",96,823318,11.660
,"San Francisco County, CA","06075","2012","2012",133,825863,16.104
,"Ventura County, CA","06111","2011","2011",111,831771,13.345
,"Ventura County, CA","06111","2012","2012",113,835981,13.517
,"San Francisco County, CA","06075","2013","2013",130,837442,15.523
,"Ventura County, CA","06111","2013","2013",126,839620,15.007
,"Kern County, CA","06029","2010","2010",140,839631,16.674
,"Ventura County, CA","06111","2020","2020",190,841387,22.582
,"Ventura County, CA","06111","2019","2019",136,846006,16.076
,"Ventura County, CA","06111","2014","2014",121,846178,14.300
,"Ventura County, CA","06111","2016","2016",110,849738,12.945
,"Ventura County, CA","06111","2015","2015",119,850536,13.991
,"Ventura County, CA","06111","2018","2018",135,850967,15.864
,"Kern County, CA","06029","2011","2011",151,851710,17.729
,"San Francisco County, CA","06075","2014","2014",164,852469,19.238
,"Ventura County, CA","06111","2017","2017",148,854223,17.326
