"Notes","County","County Code","Year","Year Code","Underlying Cause of death","Underlying Cause of death Code","Multiple Cause of death","Multiple Cause of death Code",Deaths,Population,Crude Rate
,"Los Angeles County, CA","06037","2018","2018","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Methadone","T40.3",18,10105518,Unreliable
,"Los Angeles County, CA","06037","2018","2018","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",89,10105518,0.9
,"Los Angeles County, CA","06037","2018","2018","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Cocaine","T40.5",68,10105518,0.7
,"Los Angeles County, CA","06037","2018","2018","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Benzodiazepines","T42.4",52,10105518,0.5
,"Los Angeles County, CA","06037","2018","2018","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",179,10105518,1.8
,"Los Angeles County, CA","06037","2018","2018","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",311,10105518,3.1
,"Los Angeles County, CA","06037","2018","2018","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X61","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X61",29,10105518,0.3
,"Los Angeles County, CA","06037","2018","2018","Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X62","Other opioids","T40.2",12,10105518,Unreliable
,"Los Angeles County, CA","06037","2018","2018","Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X62","Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X62",14,10105518,Unreliable
,"Los Angeles County, CA","06037","2018","2018","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64","Other opioids","T40.2",10,10105518,Unreliable
,"Los Angeles County, CA","06037","2018","2018","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",44,10105518,0.4
,"Los Angeles County, CA","06037","2019","2019","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Benzodiazepines","T42.4",13,10039107,Unreliable
,"Los Angeles County, CA","06037","2019","2019","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",294,10039107,2.9
,"Los Angeles County, CA","06037","2019","2019","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",322,10039107,3.2
,"Los Angeles County, CA","06037","2019","2019","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Heroin","T40.1",100,10039107,1.0
,"Los Angeles County, CA","06037","2019","2019","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other opioids","T40.2",59,10039107,0.6
,"Los Angeles County, CA","06037","2019","2019","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Methadone","T40.3",15,10039107,Unreliable
,"Los Angeles County, CA","06037","2019","2019","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",239,10039107,2.4
,"Los Angeles County, CA","06037","2019","2019","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Cocaine","T40.5",151,10039107,1.5
,"Los Angeles County, CA","06037","2019","2019","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",434,10039107,4.3
,"Los Angeles County, CA","06037","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Heroin","T40.1",133,10039107,1.3
,"Los Angeles County, CA","06037","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other opioids","T40.2",79,10039107,0.8
,"Los Angeles County, CA","06037","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Methadone","T40.3",13,10039107,Unreliable
,"Los Angeles County, CA","06037","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",169,10039107,1.7
,"Los Angeles County, CA","06037","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Cocaine","T40.5",79,10039107,0.8
,"Los Angeles County, CA","06037","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Benzodiazepines","T42.4",91,10039107,0.9
,"Los Angeles County, CA","06037","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",266,10039107,2.6
,"Los Angeles County, CA","06037","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",409,10039107,4.1
,"Los Angeles County, CA","06037","2019","2019","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X61","Benzodiazepines","T42.4",11,10039107,Unreliable
,"Los Angeles County, CA","06037","2019","2019","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X61","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X61",27,10039107,0.3
,"Los Angeles County, CA","06037","2019","2019","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64","Other opioids","T40.2",17,10039107,Unreliable
,"Los Angeles County, CA","06037","2019","2019","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64","Benzodiazepines","T42.4",15,10039107,Unreliable
,"Los Angeles County, CA","06037","2019","2019","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",48,10039107,0.5
,"Los Angeles County, CA","06037","2020","2020","Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics","X40","Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics","X40",11,9943046,Unreliable
,"Los Angeles County, CA","06037","2020","2020","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",424,9943046,4.3
,"Los Angeles County, CA","06037","2020","2020","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",444,9943046,4.5
,"Los Angeles County, CA","06037","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Heroin","T40.1",101,9943046,1.0
,"Los Angeles County, CA","06037","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other opioids","T40.2",49,9943046,0.5
,"Los Angeles County, CA","06037","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Methadone","T40.3",15,9943046,Unreliable
,"Los Angeles County, CA","06037","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",477,9943046,4.8
,"Los Angeles County, CA","06037","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Cocaine","T40.5",199,9943046,2.0
,"Los Angeles County, CA","06037","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",661,9943046,6.6
,"Los Angeles County, CA","06037","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Heroin","T40.1",192,9943046,1.9
,"Los Angeles County, CA","06037","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other opioids","T40.2",91,9943046,0.9
,"Los Angeles County, CA","06037","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Methadone","T40.3",27,9943046,0.3
,"Los Angeles County, CA","06037","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",513,9943046,5.2
,"Los Angeles County, CA","06037","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Cocaine","T40.5",121,9943046,1.2
,"Los Angeles County, CA","06037","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Benzodiazepines","T42.4",168,9943046,1.7
,"Los Angeles County, CA","06037","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",591,9943046,5.9
,"Los Angeles County, CA","06037","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",811,9943046,8.2
,"Los Angeles County, CA","06037","2020","2020","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X61","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X61",20,9943046,0.2
,"Los Angeles County, CA","06037","2020","2020","Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X62","Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X62",11,9943046,Unreliable
,"Los Angeles County, CA","06037","2020","2020","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64","Other opioids","T40.2",12,9943046,Unreliable
,"Los Angeles County, CA","06037","2020","2020","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64","Benzodiazepines","T42.4",16,9943046,Unreliable
,"Los Angeles County, CA","06037","2020","2020","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",46,9943046,0.5
,"Los Angeles County, CA","06037","2021","2021","Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics","X40","Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics","X40",15,9829544,Unreliable
,"Los Angeles County, CA","06037","2021","2021","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Benzodiazepines","T42.4",14,9829544,Unreliable
,"Los Angeles County, CA","06037","2021","2021","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",431,9829544,4.4
,"Los Angeles County, CA","06037","2021","2021","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",448,9829544,4.6
,"Los Angeles County, CA","06037","2021","2021","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Heroin","T40.1",63,9829544,0.6
,"Los Angeles County, CA","06037","2021","2021","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other opioids","T40.2",59,9829544,0.6
,"Los Angeles County, CA","06037","2021","2021","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",576,9829544,5.9
,"Los Angeles County, CA","06037","2021","2021","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Cocaine","T40.5",210,9829544,2.1
,"Los Angeles County, CA","06037","2021","2021","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",718,9829544,7.3
,"Los Angeles County, CA","06037","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Heroin","T40.1",127,9829544,1.3
,"Los Angeles County, CA","06037","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other opioids","T40.2",74,9829544,0.8
,"Los Angeles County, CA","06037","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Methadone","T40.3",17,9829544,Unreliable
,"Los Angeles County, CA","06037","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",835,9829544,8.5
,"Los Angeles County, CA","06037","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Cocaine","T40.5",164,9829544,1.7
,"Los Angeles County, CA","06037","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Benzodiazepines","T42.4",195,9829544,2.0
,"Los Angeles County, CA","06037","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",839,9829544,8.5
,"Los Angeles County, CA","06037","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",1050,9829544,10.7
,"Los Angeles County, CA","06037","2021","2021","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X61","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X61",24,9829544,0.2
,"Los Angeles County, CA","06037","2021","2021","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64","Benzodiazepines","T42.4",14,9829544,Unreliable
,"Los Angeles County, CA","06037","2021","2021","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",50,9829544,0.5
,"Los Angeles County, CA","06037","2022","2022","Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics","X40","Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics","X40",14,9721138,Unreliable
,"Los Angeles County, CA","06037","2022","2022","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Benzodiazepines","T42.4",16,9721138,Unreliable
,"Los Angeles County, CA","06037","2022","2022","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",461,9721138,4.7
,"Los Angeles County, CA","06037","2022","2022","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",475,9721138,4.9
,"Los Angeles County, CA","06037","2022","2022","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Heroin","T40.1",63,9721138,0.6
,"Los Angeles County, CA","06037","2022","2022","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other opioids","T40.2",44,9721138,0.5
,"Los Angeles County, CA","06037","2022","2022","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",623,9721138,6.4
,"Los Angeles County, CA","06037","2022","2022","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Cocaine","T40.5",244,9721138,2.5
,"Los Angeles County, CA","06037","2022","2022","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",755,9721138,7.8
,"Los Angeles County, CA","06037","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Heroin","T40.1",99,9721138,1.0
,"Los Angeles County, CA","06037","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other opioids","T40.2",82,9721138,0.8
,"Los Angeles County, CA","06037","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Methadone","T40.3",10,9721138,Unreliable
,"Los Angeles County, CA","06037","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",896,9721138,9.2
,"Los Angeles County, CA","06037","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Cocaine","T40.5",154,9721138,1.6
,"Los Angeles County, CA","06037","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Benzodiazepines","T42.4",147,9721138,1.5
,"Los Angeles County, CA","06037","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",872,9721138,9.0
,"Los Angeles County, CA","06037","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",1096,9721138,11.3
,"Los Angeles County, CA","06037","2022","2022","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X61","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X61",23,9721138,0.2
,"Los Angeles County, CA","06037","2022","2022","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64","Other opioids","T40.2",17,9721138,Unreliable
,"Los Angeles County, CA","06037","2022","2022","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64","Benzodiazepines","T42.4",15,9721138,Unreliable
,"Los Angeles County, CA","06037","2022","2022","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",61,9721138,0.6
,"Los Angeles County, CA","06037","2023 ","2023","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Benzodiazepines","T42.4",14,9663345,Unreliable
,"Los Angeles County, CA","06037","2023 ","2023","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",369,9663345,3.8
,"Los Angeles County, CA","06037","2023 ","2023","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",387,9663345,4.0
,"Los Angeles County, CA","06037","2023 ","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Heroin","T40.1",44,9663345,0.5
,"Los Angeles County, CA","06037","2023 ","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other opioids","T40.2",40,9663345,0.4
,"Los Angeles County, CA","06037","2023 ","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",590,9663345,6.1
,"Los Angeles County, CA","06037","2023 ","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Cocaine","T40.5",255,9663345,2.6
,"Los Angeles County, CA","06037","2023 ","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",727,9663345,7.5
,"Los Angeles County, CA","06037","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Heroin","T40.1",78,9663345,0.8
,"Los Angeles County, CA","06037","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other opioids","T40.2",55,9663345,0.6
,"Los Angeles County, CA","06037","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Methadone","T40.3",13,9663345,Unreliable
,"Los Angeles County, CA","06037","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",925,9663345,9.6
,"Los Angeles County, CA","06037","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Cocaine","T40.5",184,9663345,1.9
,"Los Angeles County, CA","06037","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Benzodiazepines","T42.4",123,9663345,1.3
,"Los Angeles County, CA","06037","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",924,9663345,9.6
,"Los Angeles County, CA","06037","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",1105,9663345,11.4
,"Los Angeles County, CA","06037","2023 ","2023","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X61","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X61",18,9663345,Unreliable
,"Los Angeles County, CA","06037","2023 ","2023","Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X62","Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X62",11,9663345,Unreliable
,"Los Angeles County, CA","06037","2023 ","2023","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64","Other opioids","T40.2",14,9663345,Unreliable
,"Los Angeles County, CA","06037","2023 ","2023","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64","Other synthetic narcotics","T40.4",13,9663345,Unreliable
,"Los Angeles County, CA","06037","2023 ","2023","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64","Benzodiazepines","T42.4",16,9663345,Unreliable
,"Los Angeles County, CA","06037","2023 ","2023","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",61,9663345,0.6
,"Madera County, CA","06039","2019","2019","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",16,157327,Unreliable
,"Madera County, CA","06039","2019","2019","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",16,157327,Unreliable
,"Madera County, CA","06039","2020","2020","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",11,157761,Unreliable
,"Madera County, CA","06039","2020","2020","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",12,157761,Unreliable
,"Madera County, CA","06039","2021","2021","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",14,159410,Unreliable
,"Madera County, CA","06039","2021","2021","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",14,159410,Unreliable
,"Madera County, CA","06039","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",10,159410,Unreliable
,"Madera County, CA","06039","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",15,159410,Unreliable
,"Madera County, CA","06039","2022","2022","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",14,160256,Unreliable
,"Madera County, CA","06039","2022","2022","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",14,160256,Unreliable
,"Madera County, CA","06039","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,160256,Unreliable
,"Madera County, CA","06039","2023 ","2023","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",15,162858,Unreliable
,"Madera County, CA","06039","2023 ","2023","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",16,162858,Unreliable
,"Madera County, CA","06039","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",14,162858,Unreliable
,"Marin County, CA","06041","2018","2018","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,259666,Unreliable
,"Marin County, CA","06041","2019","2019","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",13,258826,Unreliable
,"Marin County, CA","06041","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",13,258826,Unreliable
