"Notes","County","County Code","Year","Year Code","Multiple Cause of death","Multiple Cause of death Code","Underlying Cause of death","Underlying Cause of death Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,% of Total Deaths
,"Monterey County, CA","06053","2020","2020","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",13,430906,Unreliable,1.6,5.2,0.8,0.0%
,"Monterey County, CA","06053","2020","2020","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,430906,Unreliable,1.1,4.3,0.7,0.0%
,"Monterey County, CA","06053","2020","2020","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",23,430906,5.3,3.4,8.0,1.1,0.0%
,"Monterey County, CA","06053","2021","2021","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",10,437325,Unreliable,1.1,4.2,0.7,0.0%
,"Monterey County, CA","06053","2021","2021","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",21,437325,4.8,3.0,7.3,1.0,0.0%
,"Monterey County, CA","06053","2022","2022","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",11,432858,Unreliable,1.3,4.5,0.8,0.0%
,"Monterey County, CA","06053","2022","2022","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",15,432858,Unreliable,1.9,5.7,0.9,0.0%
,"Monterey County, CA","06053","2022","2022","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",16,432858,Unreliable,2.1,6.0,0.9,0.0%
,"Monterey County, CA","06053","2022","2022","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",16,432858,Unreliable,2.1,6.0,0.9,0.0%
,"Monterey County, CA","06053","2023 ","2023","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",19,430723,Unreliable,2.7,6.9,1.0,0.0%
,"Monterey County, CA","06053","2023 ","2023","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",26,430723,6.0,3.9,8.8,1.2,0.0%
,"Monterey County, CA","06053","2023 ","2023","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",22,430723,5.1,3.2,7.7,1.1,0.0%
,"Monterey County, CA","06053","2023 ","2023","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",21,430723,4.9,3.0,7.5,1.1,0.0%
,"Napa County, CA","06055","2022","2022","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",12,134300,Unreliable,4.6,15.6,2.6,0.0%
,"Napa County, CA","06055","2022","2022","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",13,134300,Unreliable,5.2,16.6,2.7,0.0%
,"Nevada County, CA","06057","2020","2020","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",12,99606,Unreliable,6.2,21.0,3.5,0.0%
,"Nevada County, CA","06057","2021","2021","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",10,103487,Unreliable,4.6,17.8,3.1,0.0%
,"Nevada County, CA","06057","2022","2022","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",13,102293,Unreliable,6.8,21.7,3.5,0.0%
,"Nevada County, CA","06057","2023 ","2023","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",13,102037,Unreliable,6.8,21.8,3.5,0.0%
,"Nevada County, CA","06057","2023 ","2023","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",18,102037,Unreliable,10.5,27.9,4.2,0.0%
,"Nevada County, CA","06057","2023 ","2023","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",19,102037,Unreliable,11.2,29.1,4.3,0.0%
,"Orange County, CA","06059","2018","2018","Heroin","T40.1","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",26,3185968,0.8,0.5,1.2,0.2,0.0%
,"Orange County, CA","06059","2018","2018","Heroin","T40.1","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",59,3185968,1.9,1.4,2.4,0.2,0.1%
,"Orange County, CA","06059","2018","2018","Other opioids","T40.2","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",20,3185968,0.6,0.4,1.0,0.1,0.0%
,"Orange County, CA","06059","2018","2018","Other opioids","T40.2","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",58,3185968,1.8,1.4,2.4,0.2,0.1%
,"Orange County, CA","06059","2018","2018","Other opioids","T40.2","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",13,3185968,Unreliable,0.2,0.7,0.1,0.0%
,"Orange County, CA","06059","2018","2018","Methadone","T40.3","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",13,3185968,Unreliable,0.2,0.7,0.1,0.0%
,"Orange County, CA","06059","2018","2018","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",37,3185968,1.2,0.8,1.6,0.2,0.0%
,"Orange County, CA","06059","2018","2018","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",72,3185968,2.3,1.8,2.8,0.3,0.1%
,"Orange County, CA","06059","2018","2018","Cocaine","T40.5","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",11,3185968,Unreliable,0.2,0.6,0.1,0.0%
,"Orange County, CA","06059","2018","2018","Cocaine","T40.5","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",19,3185968,Unreliable,0.4,0.9,0.1,0.0%
,"Orange County, CA","06059","2018","2018","Benzodiazepines","T42.4","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",10,3185968,Unreliable,0.2,0.6,0.1,0.0%
,"Orange County, CA","06059","2018","2018","Benzodiazepines","T42.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",81,3185968,2.5,2.0,3.2,0.3,0.1%
,"Orange County, CA","06059","2018","2018","Benzodiazepines","T42.4","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",21,3185968,0.7,0.4,1.0,0.1,0.0%
,"Orange County, CA","06059","2018","2018","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",64,3185968,2.0,1.5,2.6,0.3,0.1%
,"Orange County, CA","06059","2018","2018","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",99,3185968,3.1,2.5,3.8,0.3,0.1%
,"Orange County, CA","06059","2019","2019","Heroin","T40.1","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",24,3175692,0.8,0.5,1.1,0.2,0.0%
,"Orange County, CA","06059","2019","2019","Heroin","T40.1","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",48,3175692,1.5,1.1,2.0,0.2,0.0%
,"Orange County, CA","06059","2019","2019","Other opioids","T40.2","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",14,3175692,Unreliable,0.2,0.7,0.1,0.0%
,"Orange County, CA","06059","2019","2019","Other opioids","T40.2","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",58,3175692,1.8,1.4,2.4,0.2,0.1%
,"Orange County, CA","06059","2019","2019","Other opioids","T40.2","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",15,3175692,Unreliable,0.3,0.8,0.1,0.0%
,"Orange County, CA","06059","2019","2019","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",49,3175692,1.5,1.1,2.0,0.2,0.0%
,"Orange County, CA","06059","2019","2019","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",80,3175692,2.5,2.0,3.1,0.3,0.1%
,"Orange County, CA","06059","2019","2019","Cocaine","T40.5","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",20,3175692,0.6,0.4,1.0,0.1,0.0%
,"Orange County, CA","06059","2019","2019","Cocaine","T40.5","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",24,3175692,0.8,0.5,1.1,0.2,0.0%
,"Orange County, CA","06059","2019","2019","Benzodiazepines","T42.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",60,3175692,1.9,1.4,2.4,0.2,0.1%
,"Orange County, CA","06059","2019","2019","Benzodiazepines","T42.4","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",15,3175692,Unreliable,0.3,0.8,0.1,0.0%
,"Orange County, CA","06059","2019","2019","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",57,3175692,1.8,1.4,2.3,0.2,0.1%
,"Orange County, CA","06059","2019","2019","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",80,3175692,2.5,2.0,3.1,0.3,0.1%
,"Orange County, CA","06059","2020","2020","Heroin","T40.1","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",17,3166857,Unreliable,0.3,0.9,0.1,0.0%
,"Orange County, CA","06059","2020","2020","Heroin","T40.1","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",51,3166857,1.6,1.2,2.1,0.2,0.0%
,"Orange County, CA","06059","2020","2020","Other opioids","T40.2","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",16,3166857,Unreliable,0.3,0.8,0.1,0.0%
,"Orange County, CA","06059","2020","2020","Other opioids","T40.2","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",85,3166857,2.7,2.1,3.3,0.3,0.1%
,"Orange County, CA","06059","2020","2020","Other opioids","T40.2","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",13,3166857,Unreliable,0.2,0.7,0.1,0.0%
,"Orange County, CA","06059","2020","2020","Methadone","T40.3","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",22,3166857,0.7,0.4,1.1,0.1,0.0%
,"Orange County, CA","06059","2020","2020","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",124,3166857,3.9,3.2,4.6,0.4,0.1%
,"Orange County, CA","06059","2020","2020","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",258,3166857,8.1,7.2,9.1,0.5,0.2%
,"Orange County, CA","06059","2020","2020","Cocaine","T40.5","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",27,3166857,0.9,0.6,1.2,0.2,0.0%
,"Orange County, CA","06059","2020","2020","Cocaine","T40.5","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",47,3166857,1.5,1.1,2.0,0.2,0.0%
,"Orange County, CA","06059","2020","2020","Benzodiazepines","T42.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",10,3166857,Unreliable,0.2,0.6,0.1,0.0%
,"Orange County, CA","06059","2020","2020","Benzodiazepines","T42.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",97,3166857,3.1,2.5,3.7,0.3,0.1%
,"Orange County, CA","06059","2020","2020","Benzodiazepines","T42.4","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",17,3166857,Unreliable,0.3,0.9,0.1,0.0%
,"Orange County, CA","06059","2020","2020","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",53,3166857,1.7,1.3,2.2,0.2,0.0%
,"Orange County, CA","06059","2020","2020","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",16,3166857,Unreliable,0.3,0.8,0.1,0.0%
,"Orange County, CA","06059","2020","2020","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",215,3166857,6.8,5.9,7.7,0.5,0.2%
,"Orange County, CA","06059","2021","2021","Heroin","T40.1","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",15,3167809,Unreliable,0.3,0.8,0.1,0.0%
,"Orange County, CA","06059","2021","2021","Heroin","T40.1","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",36,3167809,1.1,0.8,1.6,0.2,0.0%
,"Orange County, CA","06059","2021","2021","Other opioids","T40.2","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",22,3167809,0.7,0.4,1.1,0.1,0.0%
,"Orange County, CA","06059","2021","2021","Other opioids","T40.2","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",82,3167809,2.6,2.1,3.2,0.3,0.1%
,"Orange County, CA","06059","2021","2021","Other opioids","T40.2","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",16,3167809,Unreliable,0.3,0.8,0.1,0.0%
,"Orange County, CA","06059","2021","2021","Methadone","T40.3","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",20,3167809,0.6,0.4,1.0,0.1,0.0%
,"Orange County, CA","06059","2021","2021","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",196,3167809,6.2,5.3,7.1,0.4,0.2%
,"Orange County, CA","06059","2021","2021","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",446,3167809,14.1,12.8,15.4,0.7,0.4%
,"Orange County, CA","06059","2021","2021","Other synthetic narcotics","T40.4","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",11,3167809,Unreliable,0.2,0.6,0.1,0.0%
,"Orange County, CA","06059","2021","2021","Cocaine","T40.5","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",30,3167809,0.9,0.6,1.4,0.2,0.0%
,"Orange County, CA","06059","2021","2021","Cocaine","T40.5","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",35,3167809,1.1,0.8,1.5,0.2,0.0%
,"Orange County, CA","06059","2021","2021","Benzodiazepines","T42.4","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",10,3167809,Unreliable,0.2,0.6,0.1,0.0%
,"Orange County, CA","06059","2021","2021","Benzodiazepines","T42.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",108,3167809,3.4,2.8,4.1,0.3,0.1%
,"Orange County, CA","06059","2021","2021","Benzodiazepines","T42.4","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",19,3167809,Unreliable,0.4,0.9,0.1,0.0%
,"Orange County, CA","06059","2021","2021","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",92,3167809,2.9,2.3,3.6,0.3,0.1%
,"Orange County, CA","06059","2021","2021","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",15,3167809,Unreliable,0.3,0.8,0.1,0.0%
,"Orange County, CA","06059","2021","2021","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",351,3167809,11.1,9.9,12.2,0.6,0.3%
,"Orange County, CA","06059","2022","2022","Heroin","T40.1","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",12,3151184,Unreliable,0.2,0.7,0.1,0.0%
,"Orange County, CA","06059","2022","2022","Other opioids","T40.2","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",18,3151184,Unreliable,0.3,0.9,0.1,0.0%
,"Orange County, CA","06059","2022","2022","Other opioids","T40.2","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",59,3151184,1.9,1.4,2.4,0.2,0.1%
,"Orange County, CA","06059","2022","2022","Other opioids","T40.2","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",14,3151184,Unreliable,0.2,0.7,0.1,0.0%
,"Orange County, CA","06059","2022","2022","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",163,3151184,5.2,4.4,6.0,0.4,0.2%
,"Orange County, CA","06059","2022","2022","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",402,3151184,12.8,11.5,14.0,0.6,0.4%
,"Orange County, CA","06059","2022","2022","Cocaine","T40.5","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",35,3151184,1.1,0.8,1.5,0.2,0.0%
,"Orange County, CA","06059","2022","2022","Cocaine","T40.5","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",40,3151184,1.3,0.9,1.7,0.2,0.0%
,"Orange County, CA","06059","2022","2022","Benzodiazepines","T42.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",84,3151184,2.7,2.1,3.3,0.3,0.1%
,"Orange County, CA","06059","2022","2022","Benzodiazepines","T42.4","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",11,3151184,Unreliable,0.2,0.6,0.1,0.0%
,"Orange County, CA","06059","2022","2022","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",64,3151184,2.0,1.6,2.6,0.3,0.1%
,"Orange County, CA","06059","2022","2022","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",10,3151184,Unreliable,0.2,0.6,0.1,0.0%
,"Orange County, CA","06059","2022","2022","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",328,3151184,10.4,9.3,11.5,0.6,0.3%
,"Orange County, CA","06059","2023 ","2023","Heroin","T40.1","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,3135755,Unreliable,0.2,0.6,0.1,0.0%
,"Orange County, CA","06059","2023 ","2023","Other opioids","T40.2","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",16,3135755,Unreliable,0.3,0.8,0.1,0.0%
,"Orange County, CA","06059","2023 ","2023","Other opioids","T40.2","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",42,3135755,1.3,1.0,1.8,0.2,0.0%
,"Orange County, CA","06059","2023 ","2023","Methadone","T40.3","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,3135755,Unreliable,0.2,0.6,0.1,0.0%
,"Orange County, CA","06059","2023 ","2023","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",175,3135755,5.6,4.8,6.4,0.4,0.2%
,"Orange County, CA","06059","2023 ","2023","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",357,3135755,11.4,10.2,12.6,0.6,0.3%
,"Orange County, CA","06059","2023 ","2023","Cocaine","T40.5","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",38,3135755,1.2,0.9,1.7,0.2,0.0%
,"Orange County, CA","06059","2023 ","2023","Cocaine","T40.5","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",29,3135755,0.9,0.6,1.3,0.2,0.0%
,"Orange County, CA","06059","2023 ","2023","Benzodiazepines","T42.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",61,3135755,1.9,1.5,2.5,0.2,0.1%
,"Orange County, CA","06059","2023 ","2023","Benzodiazepines","T42.4","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",12,3135755,Unreliable,0.2,0.7,0.1,0.0%
,"Orange County, CA","06059","2023 ","2023","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",77,3135755,2.5,1.9,3.1,0.3,0.1%
,"Orange County, CA","06059","2023 ","2023","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",304,3135755,9.7,8.6,10.8,0.6,0.3%
,"Placer County, CA","06061","2018","2018","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",13,393149,Unreliable,1.8,5.7,0.9,0.0%
,"Placer County, CA","06061","2019","2019","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",16,398329,Unreliable,2.3,6.5,1.0,0.0%
,"Placer County, CA","06061","2020","2020","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",17,402950,Unreliable,2.5,6.8,1.0,0.0%
,"Placer County, CA","06061","2020","2020","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",12,402950,Unreliable,1.5,5.2,0.9,0.0%
,"Placer County, CA","06061","2020","2020","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",15,402950,Unreliable,2.1,6.1,1.0,0.0%
,"Placer County, CA","06061","2021","2021","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",17,412300,Unreliable,2.4,6.6,1.0,0.0%
,"Placer County, CA","06061","2021","2021","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",18,412300,Unreliable,2.6,6.9,1.0,0.0%
,"Placer County, CA","06061","2021","2021","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",13,412300,Unreliable,1.7,5.4,0.9,0.0%
,"Placer County, CA","06061","2021","2021","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",24,412300,5.8,3.7,8.7,1.2,0.0%
,"Placer County, CA","06061","2022","2022","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",30,417772,7.2,4.8,10.3,1.3,0.0%
,"Placer County, CA","06061","2022","2022","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",20,417772,4.8,2.9,7.4,1.1,0.0%
,"Placer County, CA","06061","2022","2022","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",17,417772,Unreliable,2.4,6.5,1.0,0.0%
,"Placer County, CA","06061","2022","2022","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",17,417772,Unreliable,2.4,6.5,1.0,0.0%
,"Placer County, CA","06061","2023 ","2023","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",27,423561,6.4,4.2,9.3,1.2,0.0%
,"Placer County, CA","06061","2023 ","2023","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",23,423561,5.4,3.4,8.1,1.1,0.0%
,"Placer County, CA","06061","2023 ","2023","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",11,423561,Unreliable,1.3,4.6,0.8,0.0%
,"Placer County, CA","06061","2023 ","2023","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",21,423561,5.0,3.1,7.6,1.1,0.0%
,"Riverside County, CA","06065","2018","2018","Heroin","T40.1","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",36,2450758,1.5,1.0,2.0,0.2,0.0%
,"Riverside County, CA","06065","2018","2018","Heroin","T40.1","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",31,2450758,1.3,0.9,1.8,0.2,0.0%
,"Riverside County, CA","06065","2018","2018","Other opioids","T40.2","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",17,2450758,Unreliable,0.4,1.1,0.2,0.0%
,"Riverside County, CA","06065","2018","2018","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",39,2450758,1.6,1.1,2.2,0.3,0.0%
,"Riverside County, CA","06065","2018","2018","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",18,2450758,Unreliable,0.4,1.2,0.2,0.0%
,"Riverside County, CA","06065","2018","2018","Cocaine","T40.5","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",21,2450758,0.9,0.5,1.3,0.2,0.0%
,"Riverside County, CA","06065","2018","2018","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",152,2450758,6.2,5.2,7.2,0.5,0.1%
